#{"t_start": 1658422774.1500745, "env_id": "A1GymEnv-v1"}
r,l,t
-6696.0,1222,30021.19403
-6270.0,736,30023.768317
-11810.0,2000,30031.675478
-5622.0,650,30033.977941
-11968.0,2000,30042.107409
-11508.0,1427,30048.041589
508.0,261,30048.950768
-12150.0,2000,30056.756289
-9818.0,2000,30066.094542
-14090.0,2000,30074.299097
-13640.0,2000,30082.201419
-5000.0,586,30084.262587
-10182.0,1623,30090.970407
-13494.0,2000,30098.97836
-5288.0,1356,30104.659503
-10918.0,2000,30112.645016
-10556.0,2000,30120.66109
-7460.0,876,30123.664981
-8760.0,1351,30129.358787
-13432.0,2000,30137.3788
-9390.0,2000,30145.25595
-10076.0,2000,30154.543792
-12588.0,2000,30162.450438
-9924.0,1576,30169.013963
-6126.0,1003,30172.476314
-8058.0,1246,30177.763331
-14670.0,2000,30185.709675
-11800.0,1745,30192.712503
908.0,204,30193.402581
-1440.0,76,30193.660609
-10378.0,2000,30201.508762
596.0,277,30202.461379
-14578.0,2000,30210.381737
-9970.0,1413,30215.169042
-10170.0,1647,30221.781394
-12382.0,2000,30229.654979
-12264.0,2000,30237.602278
932.0,226,30238.36912
-2980.0,311,30239.649928
-14420.0,2000,30249.022362
-4006.0,453,30251.555137
-3630.0,460,30253.104099
-10354.0,2000,30260.953176
-2492.0,406,30262.43151
-14920.0,2000,30270.507213
-14880.0,2000,30278.614809
-14230.0,2000,30286.758277
-11100.0,1401,30292.962644
-4670.0,546,30294.874201
-10168.0,2000,30303.129142
-6266.0,778,30305.925779
-1330.0,46,30306.086479
-5182.0,585,30309.128322
-11970.0,2000,30317.146986
-13176.0,2000,30325.190151
-11698.0,2000,30334.828518
-13698.0,1712,30340.869654
-1630.0,131,30341.292286
-9530.0,2000,30349.209758
-10846.0,2000,30357.088189
-7802.0,1130,30362.209199
-14864.0,2000,30370.352666
-14838.0,2000,30378.603032
-13270.0,2000,30386.772566
-12622.0,1640,30393.565752
-4480.0,511,30395.309102
-11974.0,2000,30403.38337
-14350.0,2000,30411.527557
-13202.0,1694,30418.715624
-11808.0,2000,30428.410196
-14586.0,2000,30436.498999
-14636.0,2000,30444.629913
-10610.0,1346,30449.414549
-11104.0,2000,30457.366765
-1630.0,252,30458.247977
-14872.0,2000,30466.306315
-1574.0,104,30466.643825
-15050.0,2000,30474.780961
-14600.0,2000,30482.74962
-14152.0,2000,30490.645086
-8084.0,1092,30495.435089
-14240.0,2000,30503.393088
940.0,203,30504.076284
-12256.0,2000,30512.290671
-11580.0,2000,30521.333269
-13430.0,2000,30529.17805
-11932.0,2000,30537.032648
-10250.0,2000,30545.07871
36.0,352,30546.302245
-9714.0,1665,30553.155924
-1442.0,85,30553.428278
-3622.0,440,30554.97687
-1280.0,71,30555.209761
-11682.0,2000,30563.36339
-11642.0,2000,30571.32644
732.0,261,30572.247383
-1266.0,83,30572.535293
-9178.0,1127,30577.503305
-8128.0,1070,30581.197103
-15530.0,2000,30589.478092
-14510.0,2000,30597.43494
-14550.0,2000,30606.970157
-3826.0,548,30608.862078
-14362.0,2000,30616.68318
-14294.0,1759,30623.986267
-15250.0,2000,30632.291056
-8596.0,1108,30637.029452
-13100.0,2000,30644.887398
-9268.0,1211,30649.091784
-6900.0,821,30652.968235
-14640.0,2000,30660.806154
-9886.0,2000,30668.765798
-6500.0,849,30671.763434
-4844.0,861,30675.914878
-1742.0,175,30676.498786
958.0,213,30677.21512
-7754.0,1155,30681.20554
-14170.0,2000,30689.473085
-12956.0,2000,30699.241731
-4116.0,428,30701.755726
-1208.0,37,30701.881094
748.0,255,30702.764985
-1380.0,115,30703.1582
-9508.0,1573,30708.636092
-6460.0,821,30712.442872
-10956.0,1413,30718.37342
-10584.0,1537,30723.921315
-11854.0,1464,30730.161296
-9378.0,1552,30736.689611
-14818.0,2000,30744.879073
-12288.0,1847,30752.589538
-13880.0,2000,30760.914876
-15400.0,2000,30769.170883
-14886.0,2000,30777.405402
-3684.0,469,30779.072718
-9480.0,1170,30783.183735
-1228.0,47,30783.338798
-1738.0,237,30785.557688
-15480.0,2000,30794.905054
-6104.0,840,30797.859479
-11308.0,2000,30805.798306
-14940.0,2000,30814.167785
-14040.0,2000,30822.341348
-14920.0,2000,30830.432348
-14196.0,2000,30838.42372
-1824.0,184,30839.058257
-5304.0,594,30841.158968
-9330.0,2000,30849.208689
-10426.0,1764,30856.471273
-12036.0,2000,30864.55932
84.0,331,30865.713805
-4536.0,558,30867.70027
-1200.0,41,30867.83747
-14332.0,2000,30876.087515
-10284.0,2000,30885.493007
-5694.0,719,30888.968802
-14070.0,2000,30896.883732
-13528.0,2000,30904.938472
-14760.0,2000,30912.980507
-14850.0,2000,30921.102721
1132.0,184,30921.748688
-220.0,386,30923.121263
-13080.0,2000,30931.379374
-14810.0,2000,30939.646225
-13554.0,2000,30947.908705
-3072.0,405,30949.315897
-13560.0,2000,30957.555895
-14730.0,2000,30965.789897
-12604.0,1689,30974.316273
284.0,306,30975.397585
-14376.0,2000,30983.435642
-14462.0,2000,30991.387093
-14348.0,2000,30999.38698
-14846.0,2000,31007.299473
-11060.0,2000,31015.310353
-14670.0,2000,31023.474981
-14482.0,2000,31031.407166
-12536.0,2000,31039.301482
852.0,249,31040.176556
-14386.0,2000,31048.086745
-14140.0,2000,31056.318599
-15050.0,2000,31065.83613
-10642.0,2000,31073.79141
-14780.0,2000,31081.768726
-15080.0,2000,31089.771388
-12220.0,1561,31096.332219
-16420.0,1981,31104.121697
-2624.0,384,31105.467961
-15160.0,2000,31113.488098
-15050.0,2000,31121.40736
-8658.0,1032,31124.931585
-14258.0,2000,31132.883699
-14566.0,2000,31141.002626
-2990.0,306,31142.021579
-15250.0,2000,31150.225951
-15070.0,2000,31159.720487
-1792.0,300,31160.713998
-5096.0,671,31164.05037
-14762.0,2000,31172.276557
-14750.0,2000,31180.340899
-9268.0,1191,31184.525203
-14620.0,2000,31192.614581
-4482.0,574,31195.584072
-7426.0,1066,31199.36964
-9704.0,1318,31204.927082
-7068.0,892,31208.007187
-13210.0,2000,31216.122913
-14452.0,2000,31223.97997
-13920.0,2000,31231.964081
-2384.0,298,31232.997242
644.0,274,31234.007831
-14862.0,2000,31242.043367
-14070.0,2000,31251.797652
-10600.0,1397,31257.671664
-13300.0,2000,31265.813553
-1086.0,169,31266.386721
-14240.0,2000,31274.680935
-8876.0,1696,31281.688979
-11332.0,2000,31289.870263
-12780.0,2000,31298.155326
-1484.0,152,31298.671998
-1422.0,112,31299.059102
-11794.0,1794,31306.506813
-1726.0,318,31307.61199
-14340.0,2000,31315.647683
-9648.0,1297,31321.167578
-11594.0,1540,31326.613137
-8224.0,1337,31332.451565
-2536.0,356,31333.669555
-11386.0,2000,31342.561537
-4434.0,489,31344.916174
-1224.0,69,31345.143549
-10796.0,1323,31350.6935
-8800.0,1441,31356.909405
-10038.0,1549,31362.280405
-13324.0,2000,31370.271221
-14430.0,2000,31378.188341
-5046.0,771,31381.776986
964.0,218,31382.532593
1074.0,182,31383.140313
-1552.0,210,31383.841581
-9876.0,1296,31389.369451
-2110.0,310,31390.448759
-8888.0,2000,31398.282546
-3682.0,549,31400.168036
-14820.0,1936,31407.789002
-14528.0,2000,31415.740291
-1360.0,236,31416.590024
-4652.0,652,31418.833487
-3454.0,414,31421.220252
-14810.0,2000,31429.0441
420.0,306,31430.148879
1044.0,203,31430.806303
-3172.0,609,31432.851448
-3298.0,484,31434.833842
-1162.0,45,31435.070319
-13730.0,1700,31443.069021
-1452.0,208,31443.754785
-11010.0,1386,31449.552881
-4846.0,673,31451.950107
-15714.0,1953,31459.745601
-4092.0,540,31462.561261
-13676.0,2000,31470.583371
-5576.0,798,31473.336908
-6248.0,884,31476.494216
-13254.0,1669,31483.42339
-8816.0,1177,31488.47684
-6594.0,784,31491.227942
-8990.0,1106,31496.026822
-9640.0,1517,31501.274146
1058.0,207,31502.964763
-2662.0,265,31503.877509
-3586.0,413,31505.287514
-866.0,166,31505.862948
1028.0,179,31506.453052
-7250.0,1175,31511.589361
-11220.0,1726,31517.727582
-6356.0,866,31521.637125
-6592.0,904,31524.723703
-8954.0,1064,31530.299337
-8892.0,1184,31535.02499
-1036.0,151,31536.479344
-1300.0,76,31536.743774
-1580.0,299,31537.828932
-4822.0,570,31539.751942
-4140.0,623,31541.918089
-4112.0,529,31544.733841
-7282.0,1065,31548.401894
-1464.0,184,31549.050338
798.0,250,31549.899034
-5652.0,680,31553.108266
-4654.0,645,31555.266672
-1650.0,222,31556.001286
-6400.0,886,31559.047983
-2084.0,284,31560.969488
-11032.0,1781,31567.101986
-5726.0,707,31570.531112
-5212.0,711,31573.00049
-8752.0,1010,31577.518755
-2552.0,255,31578.400687
-3592.0,415,31579.85158
-7934.0,1332,31585.348075
-2570.0,361,31586.545915
-1204.0,114,31586.933608
-1152.0,103,31587.286167
-7770.0,906,31590.393696
970.0,193,31591.059258
-7406.0,928,31595.187891
-12258.0,2000,31603.044527
-6138.0,965,31606.322964
-3442.0,472,31608.874727
-8830.0,2000,31616.699802
900.0,220,31617.45693
-10784.0,2000,31626.774776
-6160.0,836,31629.68235
-1218.0,52,31629.859794
-6540.0,992,31634.167682
-1290.0,153,31634.685511
-5792.0,690,31637.030308
-1158.0,211,31637.721796
508.0,292,31638.79108
-1756.0,198,31639.499071
-10200.0,2000,31647.344551
-6118.0,1325,31652.856576
1172.0,173,31653.460759
-1266.0,123,31653.901667
-8362.0,1255,31659.347061
-8624.0,1165,31663.391032
-9496.0,2000,31671.187157
-9702.0,1195,31676.32145
-7122.0,980,31679.805126
-13898.0,2000,31687.653274
-2222.0,312,31688.690614
-1310.0,221,31690.411142
-6514.0,1408,31695.1978
-3012.0,414,31696.608315
-8990.0,2000,31704.421164
1124.0,203,31706.107336
-2770.0,377,31707.380318
-11184.0,2000,31715.204716
-1124.0,150,31715.717878
-10332.0,1240,31721.587711
-1032.0,124,31722.059971
-5412.0,721,31725.481622
-4470.0,649,31727.776609
-7990.0,1058,31732.397617
-4666.0,858,31735.306591
-9728.0,2000,31743.261642
-16176.0,1983,31750.96058
-11244.0,2000,31758.831258
-11884.0,2000,31766.737748
-11970.0,2000,31774.713946
-12252.0,2000,31782.620738
-14040.0,2000,31790.505687
-3690.0,440,31791.988434
-7608.0,1048,31796.67898
-7858.0,2000,31804.741533
254.0,324,31805.871033
-6992.0,830,31808.703266
-11980.0,2000,31818.08361
-10624.0,2000,31826.107303
-6228.0,811,31829.000756
1116.0,174,31830.545159
-12018.0,2000,31838.508218
-11556.0,2000,31845.481992
-8432.0,1114,31850.371449
-8138.0,1160,31855.262952
-12960.0,2000,31863.228986
-6066.0,723,31865.726025
-9328.0,1132,31869.760897
-7310.0,866,31874.059946
-10108.0,2000,31882.083473
-4310.0,481,31883.790205
-9046.0,1088,31888.726778
-3708.0,1378,31893.578545
716.0,263,31894.525841
-3506.0,383,31896.82783
-10184.0,2000,31904.948007
-10880.0,2000,31914.604355
-9206.0,1460,31919.800968
-15410.0,2000,31927.702671
-12724.0,2000,31935.74236
-14940.0,2000,31943.714666
-9952.0,2000,31951.740656
84.0,348,31952.978619
-4838.0,567,31955.902238
-12270.0,2000,31963.999675
-12954.0,2000,31971.962774
-3384.0,489,31973.667228
-14476.0,2000,31981.473899
-13542.0,1760,31988.551323
-10330.0,1299,31993.086214
-9880.0,2000,32000.986474
-15180.0,2000,32010.4242
-8850.0,2000,32018.464539
-1638.0,242,32019.271443
-8902.0,1697,32026.042919
-6962.0,800,32029.789629
-6172.0,1196,32034.030053
-11392.0,1468,32040.115823
-6452.0,1049,32043.732825
-14052.0,2000,32051.606067
-6626.0,815,32055.458615
-11782.0,2000,32063.347956
-1710.0,176,32063.926433
-12008.0,2000,32071.77684
-10894.0,1980,32079.544732
-4104.0,567,32081.459919
-11742.0,2000,32089.448892
-9188.0,1613,32096.045702
-10796.0,1761,32104.695919
-11772.0,2000,32112.666404
-11688.0,2000,32120.515289
-9216.0,1277,32124.964637
-1184.0,74,32125.202721
-9020.0,2000,32133.0734
-9846.0,2000,32140.855505
-15410.0,2000,32148.726717
-8150.0,1308,32154.208878
-4276.0,587,32156.228631
-8616.0,1222,32161.574029
-7890.0,926,32164.848089
-6380.0,862,32168.897518
-13890.0,2000,32177.047665
-7162.0,1121,32180.964223
790.0,246,32181.83375
-10278.0,2000,32189.808137
-5402.0,845,32193.909993
-3498.0,387,32196.095567
-12462.0,2000,32204.81794
-10406.0,2000,32212.848413
-15150.0,2000,32220.815977
926.0,219,32221.55522
-11692.0,2000,32229.618395
-8060.0,1374,32235.390174
-11268.0,2000,32243.332538
-2116.0,213,32244.067087
-7830.0,1002,32247.539264
-11292.0,2000,32255.647646
-10800.0,2000,32263.88778
-13730.0,2000,32271.982793
-1436.0,73,32272.246887
-11256.0,2000,32280.267802
-1318.0,82,32280.534029
-12328.0,2000,32288.672147
-12042.0,2000,32298.332687
-9708.0,2000,32306.32736
-12106.0,2000,32314.446036
-2614.0,294,32315.442067
-9614.0,2000,32323.425934
-6760.0,860,32327.416411
-7030.0,1126,32331.394534
-13288.0,2000,32339.36114
-9802.0,1568,32345.897875
-11920.0,2000,32353.905264
-2540.0,414,32355.354381
-10082.0,2000,32363.340087
-3540.0,536,32365.229293
-10412.0,2000,32373.36031
-1196.0,33,32373.46622
-7444.0,994,32377.831514
-13880.0,2000,32385.981998
1126.0,207,32386.694422
-13770.0,2000,32396.201012
-9454.0,2000,32404.282503
-12032.0,2000,32412.418689
-5566.0,787,32415.314351
-3232.0,365,32416.589809
-13470.0,2000,32424.744531
-15290.0,2000,32432.965343
-10936.0,1715,32439.908911
-8726.0,2000,32447.932387
-10002.0,2000,32455.853004
1062.0,197,32456.516581
-8492.0,2000,32464.555075
-12028.0,2000,32472.830791
-14916.0,2000,32480.821993
-11976.0,2000,32490.342603
-1110.0,140,32490.815985
-15550.0,2000,32498.675062
-13570.0,2000,32506.849914
-15170.0,2000,32514.843264
-10496.0,2000,32522.983437
726.0,264,32523.919914
-11830.0,2000,32531.954182
-12772.0,2000,32540.021483
-12228.0,2000,32548.026526
-10154.0,2000,32556.077822
-15300.0,2000,32563.960661
-1532.0,140,32564.408159
-13034.0,2000,32572.444248
-12448.0,2000,32580.608413
-10934.0,2000,32590.156408
-11480.0,2000,32598.179796
-10904.0,2000,32606.117796
360.0,315,32607.194585
-12338.0,2000,32615.287421
-11902.0,2000,32623.434301
692.0,271,32624.384163
-8536.0,2000,32632.48977
-11594.0,2000,32640.534129
-3534.0,374,32641.823375
-8518.0,2000,32649.903544
-13250.0,2000,32658.060428
-10478.0,2000,32666.125472
-10932.0,2000,32674.227137
-8350.0,1036,32679.242975
-11208.0,2000,32688.47508
-11194.0,2000,32696.50065
-10916.0,2000,32704.582143
-10304.0,1956,32712.512728
-12622.0,2000,32720.456053
-9288.0,2000,32728.470165
932.0,234,32729.278006
-13342.0,2000,32737.315014
-11430.0,2000,32745.287854
-14430.0,2000,32753.414811
-12216.0,1784,32760.578305
-14698.0,2000,32767.591352
1036.0,205,32769.274284
-10588.0,2000,32778.623715
-10758.0,1487,32784.115436
-12542.0,2000,32792.162047
-11328.0,1402,32797.946532
-11656.0,2000,32805.944897
-3640.0,381,32807.247773
-10416.0,2000,32815.259674
-12608.0,2000,32823.197264
-5686.0,806,32825.983245
-2678.0,287,32827.932607
998.0,207,32828.634554
-3044.0,354,32829.849169
-10820.0,2000,32837.830128
-11616.0,2000,32845.755407
-8530.0,1154,32849.743332
-11546.0,2000,32857.628282
-5674.0,1541,32863.947131
-10246.0,2000,32871.867439
-2180.0,231,32872.666799
-6326.0,733,32877.695151
-9178.0,1517,32883.034408
-9690.0,2000,32891.050582
-12090.0,2000,32899.024901
-13606.0,2000,32906.846394
-9582.0,1313,32912.408606
-3520.0,1158,32916.47096
-11482.0,2000,32924.277073
-11414.0,1815,32931.540646
-15180.0,2000,32939.583908
-10778.0,2000,32947.601151
-13468.0,2000,32955.511858
-10120.0,1607,32962.066991
-1400.0,156,32962.59997
-11558.0,2000,32970.628149
-13400.0,2000,32980.231255
-11194.0,2000,32988.145263
-14780.0,2000,32996.049092
-14320.0,2000,33004.059271
-10214.0,2000,33011.972913
-10836.0,2000,33019.907888
-9572.0,2000,33027.927802
-11726.0,2000,33036.124566
-10212.0,1591,33042.694932
-11172.0,1844,33050.198705
-12128.0,2000,33058.36919
-11314.0,2000,33066.765599
-11730.0,2000,33075.61722
-12990.0,2000,33083.968106
-11672.0,2000,33092.104001
-10754.0,1837,33099.481302
232.0,332,33100.637149
-7964.0,998,33105.070279
-10544.0,1359,33110.866288
-11598.0,2000,33118.9985
-10116.0,2000,33127.110386
-3784.0,459,33128.736579
-10628.0,1317,33133.41572
-5668.0,642,33136.616069
-15410.0,2000,33144.681959
-11844.0,1504,33150.026728
-9538.0,2000,33158.133438
-14730.0,2000,33166.068526
-9872.0,1295,33173.065394
-12230.0,2000,33181.241118
-8390.0,2000,33189.372315
-8194.0,2000,33197.42105
-8972.0,1075,33202.151777
-8754.0,2000,33210.186995
-14280.0,2000,33217.28193
-11348.0,2000,33225.245099
948.0,214,33226.965799
-12178.0,2000,33234.92996
-13020.0,2000,33242.942867
-10274.0,2000,33249.989859
-5058.0,562,33252.936696
-9778.0,2000,33261.103228
-9928.0,2000,33270.741355
-11688.0,1820,33278.276903
-12620.0,2000,33286.45504
-12202.0,2000,33294.525677
-8502.0,1289,33299.232818
-5602.0,685,33302.777692
-5482.0,625,33304.98813
-4472.0,515,33306.813767
-12226.0,2000,33314.952935
-10982.0,2000,33322.961438
-12002.0,2000,33331.146187
-4770.0,923,33334.557512
-12802.0,1545,33341.111618
-10950.0,2000,33349.309994
-9664.0,2000,33357.559524
-10124.0,2000,33365.831007
-13448.0,2000,33375.452873
-9736.0,2000,33383.50702
-7412.0,890,33387.633364
-5344.0,1468,33392.983028
-8476.0,1329,33398.651953
-10608.0,1963,33406.466071
-15710.0,2000,33414.488851
-7608.0,1932,33422.214863
-12872.0,2000,33430.163887
-9128.0,2000,33438.219987
-5710.0,691,33440.580487
-11994.0,2000,33448.474184
-11314.0,2000,33456.375436
-10166.0,2000,33464.223957
-2144.0,204,33464.92908
-14146.0,2000,33474.303363
-11544.0,2000,33482.197578
-3536.0,408,33483.574366
-9008.0,2000,33491.479609
-10148.0,2000,33499.426292
-9972.0,2000,33507.218944
-8780.0,1046,33511.757601
-12106.0,2000,33519.628482
-3960.0,416,33521.029824
-9430.0,2000,33528.845939
-15450.0,2000,33536.616499
-10496.0,2000,33544.47111
-8648.0,2000,33552.184425
-8296.0,2000,33559.942879
-9446.0,1490,33565.272332
-7620.0,2000,33574.422915
-9230.0,2000,33582.205325
-10780.0,2000,33590.065665
-3110.0,291,33592.057352
-12444.0,2000,33600.014291
-12734.0,2000,33607.918184
-11780.0,2000,33614.934357
-11636.0,2000,33622.807893
-10562.0,1323,33628.368562
-14270.0,2000,33636.262783
-9642.0,2000,33644.30091
-1362.0,142,33644.788624
-11632.0,2000,33652.754406
-11636.0,1650,33659.552616
-7758.0,902,33662.679982
-9272.0,1110,33669.169415
-11360.0,1931,33677.265882
-13796.0,2000,33685.165712
-4482.0,535,33687.01829
-8438.0,2000,33695.067023
-12220.0,2000,33702.986724
-11546.0,2000,33710.899971
-7846.0,2000,33718.832305
-9984.0,2000,33726.765627
-13100.0,2000,33734.779635
-13660.0,2000,33742.722075
-13394.0,2000,33750.629301
-8416.0,2000,33758.502135
-6540.0,1253,33762.768429
-1372.0,80,33764.004258
-12424.0,2000,33772.558091
-9590.0,2000,33780.468544
-8782.0,2000,33788.515801
-8162.0,1395,33794.571589
-8900.0,2000,33802.575107
-9894.0,2000,33810.663314
-10900.0,2000,33818.564946
-9796.0,1834,33825.782651
-8004.0,1014,33829.222039
-9464.0,2000,33837.02577
-13518.0,2000,33845.036148
-1932.0,214,33846.687483
-11108.0,2000,33853.529917
-11936.0,2000,33861.286547
-10322.0,1912,33870.393549
-12918.0,2000,33878.281025
-10160.0,2000,33886.219609
-3176.0,323,33888.471643
-9230.0,1115,33892.289688
-10210.0,1474,33898.337193
-11026.0,2000,33906.376432
-1554.0,119,33906.776717
-11234.0,2000,33914.583082
-5976.0,708,33917.031592
-11636.0,2000,33924.909771
-9188.0,2000,33932.77707
-8614.0,2000,33940.750944
-5252.0,670,33943.054028
-14390.0,2000,33950.873101
-9156.0,2000,33958.812986
-2440.0,221,33959.57492
-11112.0,1532,33967.128706
-4116.0,483,33969.040793
-7406.0,1286,33974.563933
-12456.0,2000,33982.407638
-12552.0,2000,33990.316855
-6282.0,1073,33995.047406
-11088.0,1652,34000.66779
-12920.0,2000,34008.53611
-8372.0,2000,34016.274668
-10456.0,2000,34024.113383
-1380.0,91,34024.421009
-12454.0,1948,34032.077844
-7108.0,918,34036.226361
-14900.0,2000,34044.215972
-1178.0,37,34044.331256
-12850.0,2000,34052.282919
-10944.0,2000,34060.065766
-8972.0,1254,34064.431089
-7938.0,2000,34073.588128
-12728.0,2000,34081.581675
-11974.0,2000,34089.520203
-11856.0,1890,34097.051671
-10930.0,1858,34104.431153
-4810.0,810,34107.200215
-8796.0,1368,34112.958767
-4414.0,484,34114.607124
-6830.0,1150,34119.483314
-10392.0,2000,34127.471547
-10628.0,2000,34135.372116
-3406.0,1104,34139.227223
-10088.0,2000,34147.216393
-6174.0,932,34151.360438
-6478.0,1143,34155.345404
-1966.0,163,34155.882582
-7324.0,1824,34163.166793
-10244.0,2000,34172.431135
-10814.0,2000,34180.26298
-8504.0,2000,34188.087356
-7278.0,1119,34193.043368
-12238.0,2000,34201.069356
-10356.0,2000,34209.406164
-3164.0,364,34210.69474
-1516.0,113,34211.092877
-5074.0,664,34213.557866
-11538.0,2000,34222.031398
-9294.0,2000,34230.665697
-6370.0,721,34234.44171
-2822.0,941,34237.754248
-11990.0,2000,34245.798182
-11380.0,2000,34253.801348
-10272.0,2000,34262.078414
-2490.0,1014,34267.94245
-14116.0,2000,34275.502028
-9594.0,1644,34282.482717
-5646.0,1798,34289.98912
-5094.0,982,34294.403347
-9178.0,1789,34301.672103
-13468.0,2000,34309.715405
-13666.0,2000,34316.664789
-1744.0,287,34318.635429
-9416.0,2000,34326.676062
-10472.0,2000,34334.725624
-8752.0,1429,34339.805633
-11176.0,1632,34346.529218
-8976.0,2000,34354.465475
-12166.0,2000,34362.411427
-5046.0,643,34364.669379
-12676.0,2000,34374.060568
-4638.0,1188,34379.171739
-2386.0,228,34379.950222
-5530.0,973,34383.275573
-12390.0,2000,34391.211847
-9870.0,2000,34398.989686
-12984.0,2000,34406.79285
-5088.0,634,34410.024255
-9078.0,1296,34414.563008
-13226.0,2000,34422.560884
-11792.0,2000,34430.385144
-11964.0,2000,34438.236816
-8950.0,2000,34446.333872
-10998.0,2000,34454.295582
-8052.0,1578,34460.699574
-13790.0,2000,34470.311801
-12376.0,2000,34478.397753
-6614.0,759,34480.9816
-11482.0,2000,34488.999333
-5278.0,567,34491.898421
-11832.0,2000,34499.693735
-8908.0,1217,34503.812869
-10496.0,2000,34511.639261
-2344.0,249,34512.505072
-5918.0,824,34516.368478
-9418.0,2000,34524.137103
-11512.0,2000,34532.039165
-2242.0,205,34532.733247
-10994.0,2000,34540.583129
-9882.0,2000,34548.367635
-8162.0,1094,34552.163755
-5752.0,700,34555.575617
-2550.0,276,34556.517517
-12260.0,2000,34564.386311
-12244.0,2000,34573.846256
-10572.0,2000,34581.658053
-10618.0,2000,34589.669157
-3462.0,455,34591.21494
-5496.0,618,34593.304485
-10920.0,2000,34601.050708
-13928.0,2000,34608.986158
-12242.0,1880,34616.530288
-12108.0,2000,34624.661948
-13622.0,2000,34632.826071
-1378.0,57,34633.044581
-7880.0,2000,34641.151834
-5280.0,606,34643.330807
-5776.0,697,34646.801098
-13050.0,2000,34654.960611
-1278.0,42,34655.093285
-11256.0,2000,34663.018522
-12176.0,2000,34672.624512
-1260.0,51,34672.794056
-11350.0,2000,34680.763553
-11792.0,1860,34687.365441
-6124.0,1612,34694.076416
-6500.0,781,34697.814251
-4926.0,617,34700.011225
-9748.0,2000,34707.940319
-2742.0,270,34708.895532
-9614.0,1520,34715.252659
-3694.0,457,34716.856368
-6756.0,758,34719.470581
-11202.0,2000,34727.561841
-4696.0,478,34730.298886
-10280.0,1435,34735.335517
-1476.0,103,34735.686157
-9650.0,2000,34743.648527
-10954.0,2000,34751.648568
-12830.0,2000,34759.562753
-11192.0,2000,34767.489619
-9594.0,2000,34776.979604
-1646.0,153,34777.4851
-4162.0,500,34780.220524
-10160.0,1530,34785.527389
-10032.0,1609,34792.232191
-1674.0,149,34792.736412
-10466.0,2000,34800.664918
-9438.0,2000,34808.673753
-8908.0,1247,34814.032117
-9104.0,2000,34822.071216
-4692.0,590,34824.141909
-1258.0,37,34824.265814
-10994.0,1942,34832.161738
-10600.0,2000,34839.965002
-6074.0,684,34842.331791
-11126.0,1692,34849.138156
-3760.0,376,34850.396542
-8092.0,970,34854.714924
-11122.0,2000,34862.544836
-3882.0,1051,34866.174699
-13856.0,1781,34874.967417
-11930.0,2000,34882.734047
-2102.0,220,34883.462045
-11348.0,2000,34891.340787
-3304.0,1072,34895.944137
-9110.0,2000,34903.900904
-9252.0,2000,34911.919995
-9166.0,2000,34919.928374
-11536.0,2000,34927.953823
-11146.0,2000,34935.954995
-10896.0,2000,34943.930734
-5746.0,633,34946.105776
-7256.0,1413,34951.090084
-7832.0,965,34955.314816
-11770.0,2000,34963.101739
-8706.0,1196,34968.250239
-9500.0,1764,34975.784127
-11220.0,2000,34983.578821
-6894.0,829,34987.377841
-9924.0,1514,34993.707543
-4856.0,503,34995.428147
-8190.0,2000,35003.28451
-12436.0,2000,35011.181278
-1918.0,783,35013.923318
-5884.0,893,35017.994148
-9956.0,1859,35024.557844
-2108.0,250,35026.387162
-2994.0,427,35027.876743
-13178.0,2000,35035.878417
-5424.0,693,35038.322369
-12294.0,2000,35046.288057
-1404.0,69,35046.514429
-6124.0,1234,35051.816327
-9228.0,2000,35059.785467
-15400.0,2000,35067.650121
-8424.0,2000,35077.064429
-11412.0,2000,35084.913948
-5434.0,959,35088.190681
-8272.0,1064,35092.899627
-3280.0,437,35094.405381
-2842.0,354,35095.637996
-1282.0,40,35095.770759
-12360.0,2000,35103.724088
-9992.0,2000,35111.829201
-13076.0,1913,35119.571262
-14420.0,2000,35127.681193
-8674.0,1278,35132.288321
-8800.0,1026,35136.91381
-8508.0,1002,35140.464622
-4560.0,486,35143.156318
-1912.0,170,35143.755437
-12098.0,1828,35151.107967
-1642.0,125,35151.531491
-10496.0,2000,35159.571827
-9174.0,1430,35164.711667
-8054.0,1403,35170.755443
-7034.0,859,35175.342018
-2366.0,223,35176.580878
-2398.0,359,35178.452273
-12608.0,1786,35185.680789
-1456.0,63,35185.882526
-12040.0,2000,35193.808834
-10328.0,1302,35198.315535
-5190.0,865,35202.289264
-12996.0,2000,35210.241832
-3320.0,1087,35214.093747
-8724.0,1338,35219.657757
-11548.0,2000,35227.68218
-1272.0,40,35227.814622
-9690.0,2000,35235.873548
-10018.0,2000,35244.095727
-3282.0,481,35245.801437
-8362.0,1325,35251.76557
-4170.0,506,35253.581384
-11112.0,2000,35261.594406
-11944.0,1539,35268.151115
-13732.0,2000,35276.216565
-8390.0,1404,35282.575153
-12260.0,2000,35290.699267
-8640.0,1460,35296.834911
-5084.0,609,35298.904639
-10168.0,2000,35306.888886
-13318.0,2000,35314.945333
-3028.0,267,35315.853277
-2450.0,286,35317.875944
-11002.0,2000,35325.881361
-1764.0,169,35326.465972
-13560.0,2000,35334.603819
-2680.0,241,35335.449193
-5742.0,690,35337.941647
-4108.0,1318,35343.592089
-11460.0,2000,35351.648738
-13376.0,2000,35359.775823
-5596.0,713,35362.30186
